CustomerID,Tenure,MonthlyCharges,TotalCharges,Usage,Complaints,ContractType,PaymentMethod,CustomerServiceCalls,Age,Churn
482,46,109.23024981396523,549.3630424434078,322.10650799480896,2,Month-to-Month,Credit Card,9,37,1
483,13,38.53301795287145,6155.565798150855,325.3621921669002,7,Month-to-Month,Bank Transfer,9,71,0
484,40,27.89691621908286,5646.648887498962,433.41074284424457,2,Month-to-Month,Bank Transfer,1,23,0
485,42,43.95101699095381,2717.6825280169046,446.98652873125235,3,One Year,Bank Transfer,9,28,0
486,9,99.45782787001903,5437.736927435877,459.8962858897182,6,Month-to-Month,Electronic,4,52,1
487,50,23.46702667264833,3227.9040869480036,47.42459662657805,0,One Year,Bank Transfer,4,21,0
488,27,78.28068350834897,6074.404952237232,272.06300098155043,1,One Year,Bank Transfer,0,46,0
489,66,119.54375161913099,3688.050935619978,370.2547606091593,3,One Year,Mailed Check,2,27,0
490,5,105.56960938375394,3357.0098498701577,378.4634225635069,0,Month-to-Month,Bank Transfer,4,68,1
491,29,72.14456890435895,7484.366332357577,303.35810098500195,5,Two Year,Bank Transfer,8,46,1
492,37,26.364090928664233,2081.944889136532,83.39366759183709,1,Month-to-Month,Electronic,9,55,1
493,38,103.13735143857099,1051.533985972867,398.7102769708322,1,Month-to-Month,Credit Card,0,18,0
494,8,79.89785081772106,4717.89059474972,360.05566675747286,2,Month-to-Month,Electronic,7,57,0
495,65,31.493299705956684,7757.642317045013,43.067885774518146,4,Month-to-Month,Mailed Check,0,25,0
496,17,29.385728482335622,3084.9297884447747,231.90491233718814,0,Month-to-Month,Bank Transfer,8,74,0
497,71,110.96268194365923,590.090432667374,86.9886997609018,1,One Year,Bank Transfer,5,55,0
498,45,86.92002629380784,2780.5116117455827,168.73852285648593,7,Month-to-Month,Bank Transfer,0,34,1
499,4,102.92867993167555,4096.860069124512,9.040546102842717,0,Month-to-Month,Bank Transfer,7,36,1
500,36,107.89789002822673,1379.1917523944883,200.16493420537913,6,One Year,Bank Transfer,4,50,1
501,70,77.17723520483221,5299.007522646287,274.9384605781052,7,Month-to-Month,Bank Transfer,6,32,1
502,31,71.74463517550413,7982.220173180584,309.7912964135434,3,Month-to-Month,Mailed Check,6,62,1
503,19,63.042741032099016,3668.7418602534062,331.745172564355,7,Month-to-Month,Bank Transfer,6,48,1
504,61,51.69465877911193,2902.35559816868,418.14565655123,3,One Year,Bank Transfer,5,38,0
505,54,63.459596085871176,3265.562917992286,107.73145363786502,4,Month-to-Month,Bank Transfer,7,20,1
506,39,97.38796557301563,1009.654809322089,60.24091121923397,1,Month-to-Month,Mailed Check,8,19,0
507,19,80.19234310151316,7077.861451267168,425.7685859489628,7,One Year,Bank Transfer,1,52,1
508,39,109.2523289954846,3377.1226786186808,78.30640744632494,6,One Year,Mailed Check,6,58,1
509,67,64.33800143791876,3159.4678502562465,487.38004066809765,2,One Year,Electronic,1,33,0
510,45,80.7089578718754,5311.553156150747,421.2691146993185,1,Two Year,Bank Transfer,5,73,0
511,13,83.13075530919888,3592.064025355876,250.43830294479957,0,Month-to-Month,Credit Card,1,62,1
512,58,79.16971623063256,5221.044403581984,490.71071246101263,5,Month-to-Month,Mailed Check,9,68,1
513,20,90.26337730855164,585.4256920332214,48.688364554002106,3,Month-to-Month,Electronic,5,67,1
514,72,43.74334683748063,6528.414415405597,151.53288058755084,0,Month-to-Month,Mailed Check,1,38,0
515,61,71.23637775457907,7529.98122774728,319.11220752030573,4,Month-to-Month,Mailed Check,0,29,0
516,39,30.42248028083477,5225.246550659149,175.00343423658938,3,Month-to-Month,Electronic,6,45,1
517,1,58.45113276448126,7641.070837984605,464.1862759903959,2,One Year,Bank Transfer,2,29,0
518,3,68.76670686212644,1296.31528352271,32.81304408890878,3,One Year,Bank Transfer,3,50,0
519,62,85.22242595454725,3871.587896894794,274.7059160304823,5,Month-to-Month,Mailed Check,5,37,0
520,63,115.05310525862035,4854.273198169033,295.43313369755725,7,One Year,Electronic,4,57,0
521,25,80.06510665483559,4695.719514627375,326.36406188861207,6,Month-to-Month,Bank Transfer,3,66,1
522,56,94.35939161765597,3271.5480548034416,127.83311166590721,7,Month-to-Month,Mailed Check,8,38,0
523,33,70.62660594952027,2770.8668339934648,182.28321375993224,1,One Year,Credit Card,5,69,0
524,38,83.41040313763312,1101.9097781483085,421.8402648324888,5,Month-to-Month,Electronic,5,71,0
525,6,27.093221613377345,3194.7653594419976,97.47138448507991,6,Month-to-Month,Credit Card,1,56,1
526,58,45.4391580841847,1385.0204393333327,413.43392358668103,5,Month-to-Month,Credit Card,5,58,0
527,44,56.185309320513866,5901.488844288526,281.3277114513712,1,Two Year,Mailed Check,6,66,0
528,45,67.24933550065136,1749.7643904072609,381.0937555970411,3,One Year,Electronic,7,59,0
529,32,24.564874550238372,562.6659117478175,356.8036831317358,4,Month-to-Month,Bank Transfer,7,53,1
530,45,34.00240975533177,4463.692488756151,103.7557476924395,1,Two Year,Bank Transfer,8,39,1
531,61,47.68143077913058,4802.314888483273,284.4063682169364,1,One Year,Mailed Check,9,43,1
532,47,117.15326909010507,6988.113184115993,433.8615764025462,6,One Year,Bank Transfer,2,24,1
533,21,53.134700710305076,4658.154738099687,216.05811840096467,2,Two Year,Bank Transfer,9,24,1
534,36,68.20410581120825,2829.2987444152213,483.2953851116584,7,Month-to-Month,Credit Card,6,25,1
535,19,39.60977127383929,6443.793864057932,226.10755005085903,3,Month-to-Month,Credit Card,6,43,1
536,20,81.07800710757682,4368.203256180626,71.39281833394234,1,One Year,Electronic,0,41,0
537,57,48.068321551597435,726.3142485864148,194.71734003883662,4,One Year,Credit Card,7,41,1
538,18,40.69925784384267,4570.219426474649,475.85120319526857,0,One Year,Bank Transfer,3,57,0
539,47,71.65726284459791,7273.346508831133,159.8604246699271,3,One Year,Electronic,4,65,0
540,49,20.550579916042082,3230.869741435942,434.0490799335314,2,Two Year,Electronic,5,29,0
541,14,20.766403264922534,2440.9738350084203,440.6253408409449,5,Two Year,Mailed Check,2,64,0
542,15,41.90688091018578,1233.4087104423584,175.09326216598055,1,Two Year,Credit Card,4,25,0
543,31,23.672136250082115,1296.4196232893228,41.62882902531606,4,Two Year,Electronic,9,71,1
544,1,30.802575413069135,3518.8947263003693,362.2789545794091,3,Two Year,Bank Transfer,4,26,1
545,54,53.88606493387516,4805.870610876083,155.756149506993,4,Month-to-Month,Electronic,0,20,0
546,3,100.25856795798128,736.8617008398538,391.4618071287862,4,Month-to-Month,Electronic,2,71,0
547,16,77.20486433693009,7522.591853298809,221.32742413021654,7,Month-to-Month,Mailed Check,2,38,1
548,57,71.26677259564164,6065.555577817047,242.63337117131078,6,Two Year,Bank Transfer,0,48,1
549,12,49.348882320812166,4734.328954440935,388.95470337426843,5,One Year,Bank Transfer,6,65,0
550,16,113.17537194328163,6644.6655004180275,191.18166553081394,2,One Year,Credit Card,0,64,1
551,72,59.70150412371917,733.475378815695,221.56367266145728,7,Month-to-Month,Bank Transfer,6,41,1
552,24,28.70927667957715,3867.0271340916825,188.09523438481108,3,Month-to-Month,Electronic,3,21,0
553,28,81.70665161178013,5077.735702207141,183.67025763863998,1,One Year,Bank Transfer,8,37,1
554,8,31.383839347660142,6646.357958334485,262.9732884507297,2,Month-to-Month,Bank Transfer,6,33,0
555,36,54.52231428016921,6289.409524389215,404.39972225057534,1,Month-to-Month,Electronic,4,27,0
556,8,70.7411938717809,2288.847072735857,180.88415596128294,0,Month-to-Month,Mailed Check,6,60,0
557,58,107.42225246851758,7532.953339517714,262.12736026886836,4,Month-to-Month,Credit Card,8,43,1
558,60,69.35465803401186,1082.332147303876,335.36366272130044,0,One Year,Credit Card,9,46,1
559,50,90.22587660316643,7013.555587107102,134.7197231518275,6,Month-to-Month,Mailed Check,5,22,1
560,28,119.28168389990704,7770.4279718764865,138.7614024511963,4,One Year,Electronic,0,28,0
561,41,33.148911989798165,1499.5128334587419,466.7065635117274,5,Month-to-Month,Credit Card,5,46,0
562,64,47.473152551951955,5804.321907209904,361.7672866655443,2,Two Year,Mailed Check,0,62,0
563,27,59.45760755976464,418.25559834618787,288.5933381116544,1,Month-to-Month,Mailed Check,3,32,0
564,63,62.18281785388314,3302.8403185993243,323.860027210306,7,One Year,Mailed Check,7,23,1
565,17,61.102107526554576,4178.638063661625,14.649721551709183,6,One Year,Credit Card,4,65,1
566,33,110.76110025565549,4687.09728468611,309.0514827808484,5,Month-to-Month,Credit Card,4,32,1
567,29,91.40326444668564,7493.9042611636205,254.75443661210096,1,Two Year,Credit Card,9,60,0
568,13,80.79052140907038,5410.780429624138,272.87483988971786,2,One Year,Credit Card,7,37,0
569,46,50.93727178627821,3902.095814631972,179.71191341540853,3,Month-to-Month,Bank Transfer,7,51,0
570,35,102.37903842212947,6496.432786500525,40.736948856470946,6,Month-to-Month,Mailed Check,0,19,0
571,6,115.5060511484989,7609.2092855398305,96.6696168060261,0,Two Year,Bank Transfer,4,61,0
572,69,102.11982825502265,274.32257459009764,475.37235660633587,0,One Year,Mailed Check,4,33,0
573,47,20.15651051914729,7861.9180508227055,204.34978113546697,7,Month-to-Month,Credit Card,7,36,1
574,25,83.64013701834071,780.4438986030747,233.34157791543208,1,Month-to-Month,Credit Card,0,51,0
575,66,25.11353814421007,6533.655556223214,26.354894926719496,1,Two Year,Bank Transfer,6,66,1
576,10,45.76072203337219,2314.6445451561585,18.783114771990295,1,One Year,Electronic,6,31,1
577,56,25.952470034777168,1144.2192962555869,358.5907235233788,6,One Year,Credit Card,8,41,1
578,30,80.37954529493877,3574.8595537392957,269.0473320605556,2,Month-to-Month,Electronic,1,45,1
579,5,88.65899134926067,5187.256977636147,254.35299210813332,3,One Year,Mailed Check,2,65,0
580,33,31.448763806590513,3109.5195756854528,121.56226521133433,0,Month-to-Month,Bank Transfer,3,49,1
581,65,58.38388830449795,531.0667254333218,372.3753658149611,5,Month-to-Month,Electronic,0,54,0
582,18,65.62365089555419,4835.743003303861,84.11828955424593,4,One Year,Electronic,6,27,1
583,49,56.90530217609166,7228.9858812743305,94.96737183051002,6,Two Year,Credit Card,9,66,1
584,11,32.1025000485193,3127.4013909832884,230.35608567413774,6,Month-to-Month,Electronic,2,62,0
585,26,61.89477901874754,1809.0289432835336,143.13993105597044,2,Month-to-Month,Electronic,2,65,0
586,63,95.11780478084181,3596.3610328692416,123.73149061657318,0,One Year,Mailed Check,2,26,0
587,59,27.100766453325548,482.0654172853689,322.6188222766658,7,One Year,Bank Transfer,7,41,1
588,27,28.018001408190344,6581.851917394171,325.48587260927223,3,Two Year,Credit Card,8,53,1
589,49,55.47712918359842,6628.0924065064755,412.2585348999646,2,One Year,Credit Card,9,73,1
590,33,114.1725711618925,4745.203661094064,208.85428348648793,5,Month-to-Month,Electronic,1,46,0
591,1,86.85726467229141,2889.512822613277,36.54254551307512,0,Two Year,Mailed Check,9,46,0
592,21,87.86699566725648,6418.288579121689,136.83319246072884,2,One Year,Electronic,9,65,1
593,55,56.1919990837865,4482.027495828101,490.00273159840845,0,Two Year,Electronic,0,40,0
594,6,79.36607912085384,6624.865237545128,298.12928761635106,0,One Year,Credit Card,8,44,1
595,69,21.01311840277434,5088.524461405863,354.86854240051014,7,Two Year,Electronic,5,48,1
596,5,83.60960464095422,6296.803238381099,3.678914812707268,6,Month-to-Month,Electronic,8,60,1
597,3,111.32869475762368,4828.647646420303,259.1028660912604,3,Month-to-Month,Mailed Check,5,24,1
598,53,81.25734683448192,3371.714438903763,18.76432876590156,6,Two Year,Credit Card,1,66,1
599,23,107.3698593466345,7667.772293416487,284.61510604572396,4,Month-to-Month,Bank Transfer,0,71,0
600,53,92.39730554660937,4374.799216542873,460.3854248180377,3,Month-to-Month,Mailed Check,7,62,0
601,37,32.055841640369025,4880.207196470254,484.2095652502039,0,One Year,Mailed Check,2,21,0
602,17,110.24533072858418,1841.852351376519,270.2763376944621,2,Two Year,Mailed Check,0,31,0
603,1,26.64438443557749,5042.641236475484,229.102402626108,5,Month-to-Month,Credit Card,7,59,1
604,51,73.39674725477639,4615.700430915256,472.508547124247,7,Two Year,Electronic,0,59,1
605,45,34.213712379345765,1560.223343781497,336.80491599834755,3,One Year,Bank Transfer,7,27,0
606,4,21.170661073090407,570.7380690898353,32.44963976920473,4,One Year,Credit Card,0,61,1
607,62,62.2034260127639,4874.438625746691,232.86278883374877,0,Two Year,Electronic,8,51,1
608,65,49.50407076541562,6133.168927867532,120.12250923215196,5,Month-to-Month,Mailed Check,8,43,1
609,32,68.60004937976029,4234.870830283865,234.90216072434077,3,Month-to-Month,Credit Card,8,40,0
610,34,77.71998867345508,1891.503740025201,227.73278600318088,6,Month-to-Month,Electronic,2,26,1
611,72,24.373907230894737,5365.523615874976,291.072401407371,6,One Year,Bank Transfer,3,54,1
612,39,32.30032951237456,732.8352402158578,178.38524517462562,3,One Year,Bank Transfer,4,25,1
613,26,75.86423964504255,3590.4862679354414,82.13522472796403,3,Two Year,Electronic,5,70,1
614,34,54.316735317265824,1390.5973913475195,251.85971729497814,3,One Year,Credit Card,8,31,1
615,54,92.9173487549448,1557.2265033730785,415.10144217288104,5,One Year,Mailed Check,3,24,1
616,3,85.22916485919397,1698.1221983498087,332.00611403380117,6,One Year,Electronic,5,24,0
617,50,104.56043629899068,3154.9857506474254,169.1839329626079,2,Month-to-Month,Mailed Check,0,26,0
618,12,89.24928266692253,504.08662440114125,467.7615113794286,4,Month-to-Month,Bank Transfer,1,20,0
619,65,62.99310773901481,3242.5681833398758,456.10378562459107,4,Two Year,Electronic,7,31,0
620,54,87.29666223944324,4142.488832206136,104.67419969204938,7,Month-to-Month,Bank Transfer,3,34,1
621,5,47.538117425541856,3918.024851233969,19.708792560181486,0,Month-to-Month,Mailed Check,9,67,1
622,57,50.631349877821265,3123.9943931840203,370.6543541753811,1,One Year,Mailed Check,6,61,0
623,17,98.89851599207933,6729.258203758945,413.8051306745766,2,Month-to-Month,Electronic,3,39,1
624,47,64.64195164015823,1248.0808701219826,483.93228297567765,6,Two Year,Electronic,8,63,0
625,23,99.83803405183525,4095.0042758728546,444.91819704415536,0,Month-to-Month,Electronic,8,43,1
626,14,102.24223736682784,590.1271939567789,300.2673841032074,7,Month-to-Month,Bank Transfer,3,45,1
627,66,105.75623376612837,662.129863135487,265.0261696061904,0,Month-to-Month,Mailed Check,7,62,1
628,51,111.66352358412072,4633.540212449061,13.920525631293145,3,One Year,Mailed Check,5,31,1
629,38,63.098522051329624,4571.545556613785,123.32822342238892,1,Month-to-Month,Bank Transfer,0,26,0
630,64,51.88668183211388,7036.46475147121,229.80737586646322,6,One Year,Electronic,6,68,1
631,38,78.21987465941139,4507.202037714578,314.2519500417839,1,Two Year,Credit Card,0,43,0
632,50,57.117242343762754,7682.349061198317,278.62591665920536,2,Two Year,Electronic,2,19,0
633,30,80.1074166800233,484.68930235944515,371.31799484084524,1,Month-to-Month,Credit Card,7,28,0
634,51,90.55858626438246,874.2607097678545,139.88346544352044,0,Month-to-Month,Credit Card,8,34,1
635,63,88.84050184921368,448.120306406013,282.47630382623663,1,One Year,Bank Transfer,2,51,0
636,52,57.45528870201213,1563.6871176349662,44.071121695396066,1,Two Year,Mailed Check,0,36,1
637,38,36.68602016987528,4376.033876439257,206.83276179160347,4,Two Year,Mailed Check,0,56,0
638,30,63.05293384622075,5200.020233276681,375.0804164773005,6,Month-to-Month,Mailed Check,6,35,1
639,51,34.25941440819088,460.1227477944835,346.700426714522,6,One Year,Mailed Check,4,30,1
640,5,109.00970351838083,7573.1700297802345,495.3213685860895,0,Month-to-Month,Bank Transfer,0,22,0
641,29,54.58774607378574,6753.10647553801,138.945562993878,5,Month-to-Month,Credit Card,5,67,1
642,4,35.44597472233238,2443.2386090410355,249.09464958698956,1,Month-to-Month,Mailed Check,5,40,1
643,10,22.544775990575086,709.7814887890969,164.76520688699836,1,Month-to-Month,Credit Card,3,73,1
644,56,84.58223862864843,1442.1078784305525,220.30155702958737,3,Month-to-Month,Bank Transfer,6,41,0
645,17,83.69023174547432,1102.8608686642842,428.47506493469405,6,Month-to-Month,Electronic,6,46,1
646,17,54.060416658129164,1073.9418564616801,342.1045375942433,1,One Year,Bank Transfer,8,65,1
647,69,27.1711888847651,4196.637340459298,441.22059567379085,6,Month-to-Month,Mailed Check,0,64,0
648,34,60.9628894895232,2042.1947956978622,101.75555416594322,1,One Year,Electronic,4,25,0
649,6,51.121749506339356,2929.303760580241,436.680558920719,4,Month-to-Month,Bank Transfer,9,43,0
650,53,87.71206397350093,7917.092133736147,29.88113708919221,0,Month-to-Month,Bank Transfer,2,32,0
651,66,80.57792494526903,5506.082566510224,444.2996402185762,6,Month-to-Month,Credit Card,6,74,1
652,43,56.459372819754,7596.947269671311,164.53688973036395,2,Month-to-Month,Bank Transfer,3,18,0
653,23,41.78925542549901,1226.1967847616131,157.29381670703324,0,One Year,Electronic,3,45,0
654,55,118.80359661555919,3118.9018511772974,256.04428834933196,3,Month-to-Month,Bank Transfer,0,66,1
655,16,65.40016211961148,4482.381245930599,470.3450938616159,0,One Year,Mailed Check,0,64,0
656,8,88.82742357802371,706.3886889210303,23.890682340702686,1,Month-to-Month,Credit Card,9,63,1
657,4,34.055296757836075,133.08080466086713,176.11548753537264,3,One Year,Electronic,1,31,0
658,4,68.55896996593978,5396.431236995649,428.28599434166784,0,One Year,Electronic,1,59,1
659,56,22.75367198694655,5170.374182731339,198.02723871773335,7,Month-to-Month,Bank Transfer,0,51,1
660,25,70.54551179104499,3345.231598996933,99.5784487985335,3,Month-to-Month,Mailed Check,7,48,1
661,67,116.40174071177023,3968.1882006530577,212.3970906657059,7,Month-to-Month,Credit Card,5,23,1
662,67,58.420671298580025,3381.999704677508,192.77625074583466,2,One Year,Electronic,5,66,1
663,27,23.89960125749116,289.63985427462194,457.7081007333517,0,Month-to-Month,Credit Card,9,22,0
664,32,23.095579091934354,2749.435689117953,380.96718787154856,6,One Year,Bank Transfer,9,48,1
665,50,58.798675994686946,1498.9498176385896,252.5577778720032,6,One Year,Mailed Check,8,54,1
666,61,36.00249364631941,877.551093900813,494.18528336078555,5,Two Year,Bank Transfer,4,32,0
667,51,22.33520963281859,7658.0914277258635,232.63876563796165,1,One Year,Credit Card,3,32,0
668,19,95.62136139501769,4834.941827833109,29.118915410137614,7,One Year,Bank Transfer,5,69,0
669,21,65.85230088818906,5856.384645469161,131.13716090749244,3,Month-to-Month,Credit Card,7,60,1
670,5,48.92447719726545,2591.373571802328,218.0352401096563,5,Two Year,Electronic,0,22,1
671,42,110.00831830164807,3205.86232300272,78.45131207306005,5,One Year,Electronic,6,45,1
672,61,31.61389602005256,1971.6995517841153,473.7825631620215,4,Month-to-Month,Bank Transfer,7,50,1
673,22,115.59188289553192,866.0288006268555,383.4244489088866,7,Two Year,Electronic,8,28,1
674,21,51.39667173773528,1514.3499357885119,134.14360021388632,3,Month-to-Month,Credit Card,7,60,1
675,70,108.84036723086813,6400.360957842238,295.4022667589579,5,Two Year,Electronic,6,23,1
676,1,80.29428764794616,5452.611860951829,360.72457855478604,4,Two Year,Mailed Check,2,40,1
677,5,102.67073597414874,4420.7381202852675,470.639464453399,5,Month-to-Month,Mailed Check,1,57,0
678,12,118.40131632104642,3853.2099956474676,440.8176745877053,1,One Year,Bank Transfer,2,19,0
679,46,48.84054378187457,7387.230840883383,257.5961130691068,2,Month-to-Month,Bank Transfer,3,32,1
680,34,116.1135485407593,674.6060874514803,387.3263098965088,7,Month-to-Month,Bank Transfer,3,40,1
681,49,58.94818949024204,2316.7464245795363,281.0723769137925,4,Month-to-Month,Bank Transfer,5,39,0
682,45,58.55119047369223,2864.509043208641,276.35194502277005,2,One Year,Credit Card,6,26,0
683,27,54.03871042545057,6281.163916481024,57.370979169095946,3,Month-to-Month,Credit Card,3,64,0
684,26,74.14076073475852,7940.865499279574,63.06882900807603,1,Month-to-Month,Mailed Check,9,57,0
685,47,35.41450431784871,2001.2970665815092,264.7668075112287,4,One Year,Credit Card,5,47,1
686,56,75.37114853580113,7007.027939682936,134.4307724895033,3,Month-to-Month,Electronic,8,33,1
687,63,74.1704812410004,6661.919807411151,10.518451230234316,5,Month-to-Month,Mailed Check,5,63,1
688,48,96.190181260487,1874.7934413699563,361.41960195010614,6,Month-to-Month,Bank Transfer,2,64,1
689,61,103.36499619375856,3254.7273835738583,16.24329834508248,0,Month-to-Month,Bank Transfer,0,69,1
690,26,64.0441350312424,3336.415667410901,297.6384205520273,3,Month-to-Month,Credit Card,9,47,0
691,36,50.233324935149376,7827.9432813598105,269.5968970636572,2,Month-to-Month,Mailed Check,9,62,0
692,1,45.93348973170944,1529.0460208932968,484.4073452889022,1,Two Year,Credit Card,4,26,1
693,8,39.46238367048719,6413.347971727778,242.10656967382081,1,One Year,Credit Card,9,18,1
694,52,25.76475821990249,2740.122441967568,31.80071818889868,3,Month-to-Month,Credit Card,9,55,0
695,47,54.244797883471335,5873.875731631667,275.8439839032308,5,Month-to-Month,Mailed Check,2,25,1
696,56,47.02476921307833,3418.0869339357364,420.5480853080507,0,Month-to-Month,Bank Transfer,7,69,0
697,14,116.64173858664074,4669.0421286206665,498.42464214072,7,One Year,Electronic,9,35,1
698,28,75.77088262500439,6677.633009276436,215.17158684453625,2,Month-to-Month,Bank Transfer,0,44,1
699,2,54.72770390305075,6452.907963372685,160.14937124837127,3,Month-to-Month,Mailed Check,1,35,1
700,26,78.0467600993696,6944.743149963631,453.32664847599943,3,Two Year,Bank Transfer,2,49,1
701,14,33.91967013456955,570.9768702228063,95.62106453806068,6,Month-to-Month,Bank Transfer,2,66,1
702,59,64.40437492022029,5567.199369013984,307.7144575164633,1,Month-to-Month,Electronic,7,49,0
703,56,82.62343214210638,1205.9002761019267,202.85721209047387,2,Two Year,Bank Transfer,4,70,0
704,7,68.88978317924514,3384.9666873454466,20.541182477777642,0,One Year,Bank Transfer,7,65,1
705,3,60.177880065432426,4433.848478932039,173.6442371528489,1,Month-to-Month,Bank Transfer,5,62,0
706,23,119.38483888996981,3281.6419294999628,132.6142612513373,3,One Year,Credit Card,1,71,1
707,18,108.0314762148927,4204.9322388437595,343.0455769717434,1,Month-to-Month,Mailed Check,3,53,1
708,38,82.34059581594401,7972.5578395090915,474.3952488459591,1,One Year,Mailed Check,8,53,1
709,15,76.93773611822829,1168.2167783315524,134.0235936893189,4,Month-to-Month,Electronic,3,38,1
710,64,82.0660479824584,5436.102758157762,405.73296957584085,1,Two Year,Credit Card,4,63,0
711,28,40.13121078224333,3228.40763444636,27.67990846920476,5,Two Year,Credit Card,4,49,0
712,39,59.51377432643186,1150.7774113678975,269.0605050199066,1,Two Year,Bank Transfer,9,48,1
713,57,23.945953289089932,1354.0204306570454,35.275031854947294,7,Two Year,Mailed Check,7,54,0
714,17,67.55460374868267,7599.257539340373,467.01649556531964,5,One Year,Electronic,5,33,1
715,44,74.30245839576631,7048.85182402292,383.1756402786951,2,Month-to-Month,Credit Card,9,63,1
716,25,42.774973610320956,7265.6314872786725,328.9749556022962,1,Month-to-Month,Bank Transfer,6,63,1
717,17,116.40288471655137,7933.108929036353,411.94819081233214,0,One Year,Electronic,5,31,0
718,13,110.9454610937242,1745.6915810672917,323.7598977850816,5,Two Year,Credit Card,4,74,1
719,25,92.21432354559059,2907.9707651760878,484.47219858714556,5,Month-to-Month,Electronic,4,41,0
720,68,73.33866287653626,5386.830336406447,356.97897393238577,3,Two Year,Credit Card,2,42,0
721,10,106.99691596476849,3922.040064899113,462.3293047911234,2,Two Year,Electronic,6,63,1
722,67,33.06523438234629,3405.277313688835,258.565946005319,1,Two Year,Credit Card,9,68,0
723,18,99.0509794274885,2926.708869751185,58.53220649093133,6,Two Year,Credit Card,4,52,1
724,34,32.48208139668483,4790.8669923532725,264.0888607115086,0,Month-to-Month,Electronic,6,34,0
725,8,99.42106625494054,4647.188086256648,63.43641403154665,3,Month-to-Month,Credit Card,1,63,0
726,40,47.576756825135696,1375.5168891074966,296.2467395882025,2,Month-to-Month,Credit Card,8,59,0
727,42,107.7090581018189,3826.7447163956685,241.24653026383146,7,Month-to-Month,Credit Card,7,62,1
728,41,114.40420938253979,4472.427032057814,311.28769891639087,5,One Year,Electronic,4,71,1
729,6,34.87959694051156,4605.266815977985,5.023490527415797,0,Two Year,Electronic,1,21,0
730,52,66.26756050653935,1759.8468240075792,97.42024582768205,7,Two Year,Credit Card,5,28,1
731,26,118.09873781626851,5963.9439987930655,245.66521595606545,1,One Year,Credit Card,7,64,1
732,64,68.34074359731466,299.0728490864501,475.2517807945674,6,Month-to-Month,Electronic,6,32,1
733,59,106.35475225145451,2903.171658790985,191.8045201775792,4,Month-to-Month,Bank Transfer,7,47,1
734,56,78.87315221313199,6263.679923431505,212.18601302681734,4,Month-to-Month,Credit Card,3,41,1
735,59,57.53299079196019,4554.754076337678,357.3480445033111,2,Month-to-Month,Bank Transfer,2,19,1
736,70,48.57835555258702,2163.183216835796,301.896378643059,6,One Year,Electronic,6,60,1
737,33,40.32230910860873,5590.129642810077,149.4630750491666,0,Month-to-Month,Credit Card,1,51,1
738,53,96.17981913776973,4582.38845883298,205.4081977837139,3,Month-to-Month,Bank Transfer,4,40,1
739,22,58.65405068230279,6390.324514705459,108.84989942861623,0,Month-to-Month,Electronic,6,48,0
740,21,71.12754622007512,5906.698970899604,483.01072956510427,6,One Year,Bank Transfer,0,54,0
741,70,69.23254800011819,4919.852584086254,65.31719077867987,7,Month-to-Month,Mailed Check,3,30,1
742,70,77.72790292331312,3956.6036349554306,185.91839228320973,5,Month-to-Month,Electronic,1,50,1
743,4,106.55771456245522,1152.138792773435,12.919486110005597,4,Month-to-Month,Mailed Check,5,24,1
744,62,118.07393435834294,2164.530841294532,110.8897459667732,2,Two Year,Electronic,0,49,1
745,62,60.758420857381694,3410.8858360449735,390.23556919007746,1,Month-to-Month,Electronic,6,24,0
746,24,102.7518922106303,4834.464367350471,100.58761614443974,0,One Year,Credit Card,2,59,0
747,55,96.45277946547176,4158.292056200908,40.0317012644828,4,One Year,Mailed Check,0,55,0
748,9,77.35289514555733,2376.657755080283,237.22658992226164,3,One Year,Mailed Check,7,69,1
749,3,115.60471436119332,151.06842653871337,4.984617367259247,2,Two Year,Mailed Check,6,61,1
750,31,40.04745155284028,4020.2898530164302,42.38307721316659,1,Month-to-Month,Electronic,1,30,0
751,40,30.92642103096214,2356.4453096417205,403.81293478148757,0,Month-to-Month,Mailed Check,6,41,1
752,36,105.39619669554222,5903.4055756132275,385.7366724298032,3,Month-to-Month,Mailed Check,2,45,1
753,24,63.91498166337483,289.1754956368196,457.569410202448,1,One Year,Credit Card,8,49,1
754,6,104.69688542070605,4720.1397093157475,427.25771795537474,5,Month-to-Month,Bank Transfer,7,60,1
755,66,109.30902051954149,7537.646476297917,341.58778161990904,4,Month-to-Month,Bank Transfer,4,35,1
756,4,26.245759361907144,1477.8332101808462,26.16642865033142,5,One Year,Mailed Check,6,51,1
757,6,108.34647629860606,3826.0309769297032,391.42430899332874,4,One Year,Mailed Check,2,65,0
758,51,64.83190553694222,822.2337353553916,422.7554054202802,3,Month-to-Month,Mailed Check,0,51,0
759,62,71.04324890042322,5042.887106864686,399.54107288597726,7,One Year,Mailed Check,0,68,1
760,57,82.65925110932102,4449.200276710182,254.23951765401304,5,One Year,Bank Transfer,1,55,0
761,66,112.63826067300867,3318.1876412813754,116.45091932474084,4,Month-to-Month,Credit Card,7,18,1
762,8,21.911609442976403,4218.8784696425555,422.66498784436334,2,Month-to-Month,Electronic,0,60,0
763,26,67.68434683178171,7182.9398019051805,363.58140487006926,3,One Year,Mailed Check,4,67,1
764,51,88.77220424305607,1650.7249882574297,490.3805871944258,4,One Year,Mailed Check,8,59,0
765,45,92.27069576982285,278.2596424722432,77.84629887796646,0,Month-to-Month,Bank Transfer,8,48,1
